"臓器","分類","カテゴリ","サブカテゴリ","疾患","UID","H28対応項目","修正案(20220318)","コメント(20220318)","重要(20220318)","診断","治療","教育","予防","作成時(20220316コメント)","修正案(20220316)","パフォーマンス"
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","腎機能の障害","","急性腎障害（AKI）","Jlvnl8Q","D-08-04-01-01,D-08-04-01-02, D-08-04-01-03, D-08-04-01-04, D-08-04-01-05,","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","腎機能の障害","","慢性腎臓病（CKD）","Jlvnl8U","D-08-04-01-01,D-08-04-01-02, D-08-04-01-03, D-08-04-01-04, D-08-04-01-05,","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","腎機能の障害","","慢性腎不全","Jlvnl8c","D-08-04-01-01,D-08-04-01-02, D-08-04-01-03, D-08-04-01-04, D-08-04-01-05,","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","電解質異常","","高・低Na 血症","Jlvnl8g","D-08-03-01-01,D-08-03-01-02,D-08-03-01-03,D-08-03-01-04","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","電解質異常","","高・低K 血症","Jlvnl8o","D-08-03-01-01,D-08-03-01-02,D-08-03-01-03,D-08-03-01-04","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","電解質異常","","高・低Ca 血症","Jlvnl8s","D-08-03-01-01,D-08-03-01-02,D-08-03-01-03,D-08-03-01-04","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","電解質異常","","高・低P 血症","Jlvnl80","D-08-03-01-01,D-08-03-01-02,D-08-03-01-03,D-08-03-01-04","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","電解質異常","","高・低Mg 血症","Jlvnl84","D-08-03-01-01,D-08-03-01-02,D-08-03-01-03,D-08-03-01-04","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","酸・塩基平衡障害","","アシドーシス（代謝性・呼吸性）","Jlvnl9A","D-08-04-09-01, D-08-04-09-02","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","酸・塩基平衡障害","","アルカローシス（代謝性・呼吸性）","Jlvnl9I","D-08-04-09-01, D-08-04-09-02","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","原発性糸球体疾患","","急性糸球体腎炎","Jlvnl9M","D-08-04-02-01, D-08-04-02-02, D-08-04-02-03","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","原発性糸球体疾患","","IgA腎症","Jlvnl9U","D-08-04-02-01, D-08-04-02-02, D-08-04-02-03","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","原発性糸球体疾患","","膜性腎症","Jlvnl9Y","D-08-04-02-01, D-08-04-02-02, D-08-04-02-03","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","原発性糸球体疾患","","巣状分節性糸球体硬化症","Jlvnl9g","D-08-04-02-01, D-08-04-02-02, D-08-04-02-03","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","原発性糸球体疾患","","微小変化群","Jlvnl9k","D-08-04-02-01, D-08-04-02-02, D-08-04-02-03","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","原発性糸球体疾患","","膜性増殖性糸球体腎炎","Jlvnl9s","D-08-04-02-01, D-08-04-02-02, D-08-04-02-03","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","高血圧および腎血管障害","","腎硬化症","Jlvnl90","D-08-04-03-01, D-08-04-03-02","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","高血圧および腎血管障害","","腎血管性高血圧症","Jlvnl94","D-08-04-03-01, D-08-04-03-02","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","尿細管・間質性疾患","","尿細管性アシドーシス","Jlvnl-A","D-08-04-04-01,  D-08-04-05-01, D-08-04-05-02","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","尿細管・間質性疾患","","尿細管間質性腎炎（急性・慢性）","Jlvnl-E","D-08-04-04-01,  D-08-04-05-01, D-08-04-05-02","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","尿細管・間質性疾患","","腎盂腎炎（急性・慢性）","Jlvnl-M","D-08-04-04-01,  D-08-04-05-01, D-08-04-05-02","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","全身性疾患による腎障害","","糖尿病腎障害","Jlvnl-Q","D-08-04-06-01, D-08-04-06-02, D-08-04-06-03, D-08-04-06-04,. D-08-04-06-05","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","全身性疾患による腎障害","","IgA血管炎(紫斑病性腎炎）","Jlvnl-Y","D-08-04-06-01, D-08-04-06-02, D-08-04-06-03, D-08-04-06-04,. D-08-04-06-05","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","全身性疾患による腎障害","","アミロイド腎症","Jlvnl-g","D-08-04-06-01, D-08-04-06-02, D-08-04-06-03, D-08-04-06-04,. D-08-04-06-05","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","全身性疾患による腎障害","膠原病類縁疾患","ループス腎炎","Jlvnl-k","D-08-04-06-01, D-08-04-06-02, D-08-04-06-03, D-08-04-06-04,. D-08-04-06-05","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","全身性疾患による腎障害","膠原病類縁疾患","血管炎症候群","Jlvnl-s","D-08-04-06-01, D-08-04-06-02, D-08-04-06-03, D-08-04-06-04,. D-08-04-06-05","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","全身性疾患による腎障害","","抗糸球体基底膜病(Goodpasture症候群)","Jlvnl-w","D-08-04-06-01, D-08-04-06-02, D-08-04-06-03, D-08-04-06-04,. D-08-04-06-05","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","先天異常と外傷","","多発性嚢胞腎","Jlvnl-4","D-08-04-07-01, D-08-04-07-02","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","先天異常と外傷","","膀胱尿管逆流","Jlvnl-8","D-08-04-07-01, D-08-04-07-02","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","先天異常と外傷","","腎外傷","Jlvnl_E","D-08-04-07-01, D-08-04-07-02","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","尿路疾患","","尿路結石","Jlvnl_I","D-08-04-08-01, D-08-04-08-02, D-08-04-08-03","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","尿路疾患","尿路の炎症","膀胱炎","Jlvnl_Q","D-08-04-08-01, D-08-04-08-02, D-08-04-08-03","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","尿路疾患","尿路の炎症","前立腺炎","Jlvnl_U","D-08-04-08-01, D-08-04-08-02, D-08-04-08-03","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","尿路疾患","尿路の炎症","尿道炎","Jlvnl_c","D-08-04-08-01, D-08-04-08-02, D-08-04-08-03","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","尿路疾患","","神経因性膀胱","Jlvnl_g","D-08-04-08-01, D-08-04-08-02, D-08-04-08-03","","","","","","","","","",""
"腎・尿路系（体液・電解質バランスを含む）","疾患・病態","腫瘍性疾患","","※腫瘍の項目を参照","Jlvnl_o","D-08-04-09-01, D-08-04-09-02","","","","","","","","","",""
"生殖機能","疾患・病態","男性生殖器疾患","","男性不妊症","Jlvnl_w","D-09-04-01-01,D-09-04-01-02,D-09-04-01-03","","","","","","","","","",""
"生殖機能","疾患・病態","男性生殖器疾患","","前立腺肥大症","Jlvnl_0","D-09-04-01-01,D-09-04-01-02,D-09-04-01-03","","","","","","","","","",""
"生殖機能","疾患・病態","男性生殖器疾患","","前立腺炎","Jlvnl_8","D-09-04-01-01,D-09-04-01-02,D-09-04-01-03","","","","","","","","","",""
"生殖機能","疾患・病態","男性生殖器疾患","","停留精巣","JlvnmAA","D-09-04-01-01,D-09-04-01-02,D-09-04-01-03","","","","","","","","","",""
"生殖機能","疾患・病態","男性生殖器疾患","","陰嚢内腫瘤","JlvnmAI","D-09-04-01-01,D-09-04-01-02,D-09-04-01-03","","","","","","","","","",""
"生殖機能","疾患・病態","男性生殖器疾患","","精巣捻転症","JlvnmAQ","D-09-04-01-01,D-09-04-01-02,D-09-04-01-03","","","","","","","","","",""
"生殖機能","疾患・病態","女性生殖器疾患","","内外生殖器の先天異常","JlvnmAU","D-09-04-02-01,D-09-04-02-02,D-09-04-02-03,D-09-04-02-04,D-09-04-02-05,D-09-04-02-06","","","","","","","","","",""
"生殖機能","疾患・病態","女性生殖器疾患","","卵巣機能障害","JlvnmAc","D-09-04-02-01,D-09-04-02-02,D-09-04-02-03,D-09-04-02-04,D-09-04-02-05,D-09-04-02-06","","","","","","","","","",""
"生殖機能","疾患・病態","女性生殖器疾患","月経異常","月経前症候群","JlvnmAg","D-09-04-02-01,D-09-04-02-02,D-09-04-02-03,D-09-04-02-04,D-09-04-02-05,D-09-04-02-06","","","","","","","","","",""
"生殖機能","疾患・病態","女性生殖器疾患","月経異常","機能性月経困難症","JlvnmAo","D-09-04-02-01,D-09-04-02-02,D-09-04-02-03,D-09-04-02-04,D-09-04-02-05,D-09-04-02-06","","","","","","","","","",""
"生殖機能","疾患・病態","女性生殖器疾患","","視床下部性無月経","JlvnmAs","D-09-04-02-01,D-09-04-02-02,D-09-04-02-03,D-09-04-02-04,D-09-04-02-05,D-09-04-02-06","","","","","","","","","",""
"生殖機能","疾患・病態","女性生殖器疾患","","更年期障害","JlvnmA0","D-09-04-02-01,D-09-04-02-02,D-09-04-02-03,D-09-04-02-04,D-09-04-02-05,D-09-04-02-06","","","","","","","","","",""
"生殖機能","疾患・病態","女性生殖器疾患","","不妊症","JlvnmA4","D-09-04-02-01,D-09-04-02-02,D-09-04-02-03,D-09-04-02-04,D-09-04-02-05,D-09-04-02-06","","","","","","","","","",""
"生殖機能","疾患・病態","女性生殖器疾患","","子宮筋腫・子宮腺筋症","JlvnmBA","D-09-04-02-01,D-09-04-02-02,D-09-04-02-03,D-09-04-02-04,D-09-04-02-05,D-09-04-02-06","","","","","","","","","",""
"生殖機能","疾患・病態","女性生殖器疾患","","子宮内膜症","JlvnmBE","D-09-04-02-01,D-09-04-02-02,D-09-04-02-03,D-09-04-02-04,D-09-04-02-05,D-09-04-02-06","","","","","","","","","",""
"生殖機能","疾患・病態","女性生殖器疾患","","外陰・腟と骨盤内感染症","JlvnmBM","D-09-04-02-01,D-09-04-02-02,D-09-04-02-03,D-09-04-02-04,D-09-04-02-05,D-09-04-02-06","","","","","","","","","",""
"生殖機能","疾患・病態","腫瘍性疾患（男性）","","※腫瘍の項目を参照","JlvnmBU","D-09-04-03-01,D-09-04-03-02","","","","","","","","","",""
"生殖機能","疾患・病態","腫瘍性疾患（女性）","","※腫瘍の項目を参照","JlvnmBY","D-09-04-03-03,D-09-04-03-04,D-09-04-03-05","","","","","","","","","",""
"妊娠と分娩","疾患・病態","異常妊娠","","妊娠悪阻","JlvnmBg","D-10-04-na-01","","","","","","","","","",""
"妊娠と分娩","疾患・病態","異常妊娠","","異所性妊娠","JlvnmBk","D-10-04-na-01","","","","","","","","","",""
"妊娠と分娩","疾患・病態","異常妊娠","","流産・切迫流産","JlvnmBs","D-10-04-na-01","","","","","","","","","",""
"妊娠と分娩","疾患・病態","異常妊娠","","ハイリスク妊娠","JlvnmBw","D-10-04-na-01","","","","","","","","","",""
"妊娠と分娩","疾患・病態","異常妊娠","","妊娠高血圧症候群","JlvnmB4","D-10-04-na-01","","","","","","","","","",""
"妊娠と分娩","疾患・病態","異常妊娠","","多胎妊娠","JlvnmCA","D-10-04-na-01","","","","","","","","","",""
"妊娠と分娩","疾患・病態","異常妊娠","","前期破水","JlvnmCE","D-10-04-na-01","","","","","","","","","",""
"妊娠と分娩","疾患・病態","異常妊娠","","切迫早産","JlvnmCM","D-10-04-na-01","","","","","","","","","",""
"妊娠と分娩","疾患・病態","異常妊娠","","胎児機能不全","JlvnmCQ","D-10-04-na-01","","","","","","","","","",""
"妊娠と分娩","疾患・病態","異常分娩","","早産","JlvnmCY","D-10-04-na-02","","","","","","","","","",""
"妊娠と分娩","疾患・病態","異常分娩","","微弱陣痛","JlvnmCc","D-10-04-na-02","","","","","","","","","",""
"妊娠と分娩","疾患・病態","異常分娩","","遷延分娩","JlvnmCk","D-10-04-na-02","","","","","","","","","",""
"妊娠と分娩","疾患・病態","異常分娩","","回旋異常","JlvnmCo","D-10-04-na-02","","","","","","","","","",""
"妊娠と分娩","疾患・病態","異常分娩","","前置胎盤","JlvnmCw","D-10-04-na-02","","","","","","","","","",""
"妊娠と分娩","疾患・病態","異常分娩","","癒着胎盤","JlvnmC4","D-10-04-na-02","","","","","","","","","",""
"妊娠と分娩","疾患・病態","異常分娩","","常位胎盤早期剥離","JlvnmC8","D-10-04-na-02","","","","","","","","","",""
"妊娠と分娩","疾患・病態","異常分娩","","分娩外傷","JlvnmDE","D-10-04-na-02","","","","","","","","","",""
"妊娠と分娩","疾患・病態","異常産褥","","子宮復古不全","JlvnmDI","D-10-04-na-03","","","","","","","","","",""
"妊娠と分娩","疾患・病態","異常産褥","","産褥熱","JlvnmDQ","D-10-04-na-03","","","","","","","","","",""
"妊娠と分娩","疾患・病態","異常産褥","","乳腺炎","JlvnmDU","D-10-04-na-03","","","","","","","","","",""
"妊娠と分娩","疾患・病態","産科出血","","弛緩出血","JlvnmDc","D-10-04-na-04","","","","","","","","","",""
"妊娠と分娩","疾患・病態","産科出血","","羊水塞栓症","JlvnmDg","D-10-04-na-04","","","","","","","","","",""
"妊娠と分娩","疾患・病態","産科出血","","播種性血管内凝固（DIC）","JlvnmDk","D-10-04-na-04","","","","","","","","","",""
"妊娠と分娩","疾患・病態","合併症妊娠","","貧血","JlvnmDo","D-10-04-na-05","","","","","","","","","",""
"妊娠と分娩","疾患・病態","合併症妊娠","","耐糖能異常","JlvnmDs","D-10-04-na-05","","","","","","","","","",""
"妊娠と分娩","疾患・病態","合併症妊娠","","甲状腺疾患","JlvnmD0","D-10-04-na-05","","","","","","","","","",""
"妊娠と分娩","疾患・病態","合併症妊娠","","免疫性血小板減少性紫斑病（ITP）","JlvnmD8","D-10-04-na-05","","","","","","","","","",""
"妊娠と分娩","疾患・病態","合併症妊娠","感染症","HBV","JlvnmEA","D-10-04-na-05","","","","","","","","","",""
"妊娠と分娩","疾患・病態","合併症妊娠","感染症","HCV","JlvnmEI","D-10-04-na-05","","","","","","","","","",""
"妊娠と分娩","疾患・病態","合併症妊娠","感染症","HIV","JlvnmEM","D-10-04-na-05","","","","","","","","","",""
"妊娠と分娩","疾患・病態","合併症妊娠","感染症","HTLV-Ⅰ","JlvnmEU","D-10-04-na-05","","","","","","","","","",""
"妊娠と分娩","疾患・病態","合併症妊娠","感染症","パルボウイルスB19","JlvnmEY","D-10-04-na-05","","","","","","","","","",""
"妊娠と分娩","疾患・病態","合併症妊娠","感染症","B群連鎖球菌","JlvnmEg","D-10-04-na-05","","","","","","","","","",""
"妊娠と分娩","疾患・病態","合併症妊娠","","TORCH症候群","JlvnmEk","D-10-04-na-05","","","","","","","","","",""
"小児","疾患・病態","血液系","","小児白血病・悪性リンパ腫","JlvnmEs","D-01-04-04-06","","","","","","","","","",""
"小児","疾患・病態","血液系","","ビタミンK欠乏症","JlvnmE0","D-01-04-04-06","","","","","","","","","",""
"小児","疾患・病態","神経系","","熱性けいれん","JlvnmE4","D-02-04-09-01,D-02-04-09-02","","","","","","","","","",""
"小児","疾患・病態","神経系","","脳性麻痺","JlvnmFA","D-02-04-09-01,D-02-04-09-02","","","","","","","","","",""
"小児","疾患・病態","神経系","","水頭症","JlvnmFE","D-02-04-09-01,D-02-04-09-02","","","","","","","","","",""
"小児","疾患・病態","皮膚系","","伝染性膿痂疹ブドウ球菌性熱傷様皮膚症候群","JlvnmFM","D-03-04-07-01, D-03-04-07-05","","","","","","","","","",""
"小児","疾患・病態","皮膚系","","伝染性軟属腫","JlvnmFQ","D-03-04-07-01, D-03-04-07-05","","","","","","","","","",""
"小児","疾患・病態","皮膚系","","麻疹","JlvnmFY","D-03-04-07-01, D-03-04-07-05","","","","","","","","","",""
"小児","疾患・病態","皮膚系","","風疹","JlvnmFg","D-03-04-07-01, D-03-04-07-05","","","","","","","","","",""
"小児","疾患・病態","皮膚系","","水痘","JlvnmFk","D-03-04-07-01, D-03-04-07-05","","","","","","","","","",""
"小児","疾患・病態","皮膚系","","伝染性紅斑","JlvnmFs","D-03-04-07-01, D-03-04-07-05","","","","","","","","","",""
"小児","疾患・病態","皮膚系","","手足口病","JlvnmFw","D-03-04-07-01, D-03-04-07-05","","","","","","","","","",""
"小児","疾患・病態","循環器系","","心房中隔欠損症","JlvnmF4","D-05-04-06-01","","","","","","","","","",""
"小児","疾患・病態","循環器系","","心室中隔欠損症","JlvnmF8","D-05-04-06-01","","","","","","","","","",""
"小児","疾患・病態","循環器系","","動脈管開存","JlvnmGE","D-05-04-06-01","","","","","","","","","",""
"小児","疾患・病態","循環器系","","Fallot 四徴症","JlvnmGM","D-05-04-06-01","","","","","","","","","",""
"小児","疾患・病態","呼吸器系","","クループ症候群","JlvnmGQ","D-06-04-02-02, D-06-04-02-06、D-06-04-03-03","","","","","","","","","",""
"小児","疾患・病態","呼吸器系","","細気管支炎","JlvnmGY","D-06-04-02-02, D-06-04-02-06、D-06-04-03-03","","","","","","","","","",""
"小児","疾患・病態","呼吸器系","","小児気管支喘息","JlvnmGc","D-06-04-02-02, D-06-04-02-06、D-06-04-03-03","","","","","","","","","",""
"小児","疾患・病態","消化器系","","肥厚性幽門狭窄症","JlvnmGk","D-07-04-02-08 , D-07-04-03-09, D-07-04-03-10, D-07-04-03-11, D-07-04-07-03","","","","","","","","","",""
"小児","疾患・病態","消化器系","","鎖肛","JlvnmGo","D-07-04-02-08 , D-07-04-03-09, D-07-04-03-10, D-07-04-03-11, D-07-04-07-03","","","","","","","","","",""
"小児","疾患・病態","消化器系","","Hirschsprung病","JlvnmGs","D-07-04-02-08 , D-07-04-03-09, D-07-04-03-10, D-07-04-03-11, D-07-04-07-03","","","","","","","","","",""
"小児","疾患・病態","消化器系","","腸重積症","JlvnmGw","D-07-04-02-08 , D-07-04-03-09, D-07-04-03-10, D-07-04-03-11, D-07-04-07-03","","","","","","","","","",""
"小児","疾患・病態","消化器系","","便秘症","JlvnmG0","D-07-04-02-08 , D-07-04-03-09, D-07-04-03-10, D-07-04-03-11, D-07-04-07-03","","","","","","","","","",""
"小児","疾患・病態","消化器系","","乳児下痢症","JlvnmG8","D-07-04-02-08 , D-07-04-03-09, D-07-04-03-10, D-07-04-03-11, D-07-04-07-03","","","","","","","","","",""
"小児","疾患・病態","消化器系","","胆道閉鎖症","JlvnmHE","D-07-04-02-08 , D-07-04-03-09, D-07-04-03-10, D-07-04-03-11, D-07-04-07-03","","","","","","","","","",""
"小児","疾患・病態","消化器系","","鼠径ヘルニア","JlvnmHI","D-07-04-02-08 , D-07-04-03-09, D-07-04-03-10, D-07-04-03-11, D-07-04-07-03","","","","","","","","","",""
"小児","疾患・病態","腎臓","","溶血性尿毒症症候群（HUS）","JlvnmHQ","D-01-04-02-05, D-08-04-06-05 , D-08-04-07-01","","","","","","","","","",""
"小児","疾患・病態","腎臓","","小児ネフローゼ症候群","JlvnmHU","D-01-04-02-05, D-08-04-06-05 , D-08-04-07-01","","","","","","","","","",""
"小児","疾患・病態","腎臓","","紫斑病性腎炎","JlvnmHc","D-01-04-02-05, D-08-04-06-05 , D-08-04-07-01","","","","","","","","","",""
"小児","疾患・病態","腎臓","","先天性腎尿路奇形","JlvnmHg","D-01-04-02-05, D-08-04-06-05 , D-08-04-07-01","","","","","","","","","",""
"小児","疾患・病態","腎臓","","膀胱尿管逆流","JlvnmHo","D-01-04-02-05, D-08-04-06-05 , D-08-04-07-01","","","","","","","","","",""
"小児","疾患・病態","内分泌系・代謝","","成長ホルモン分泌不全型低身長","JlvnmHw","D-12-04-01-05, D-12-04-04-04","","","","","","","","","",""
"小児","疾患・病態","内分泌系・代謝","","先天性副腎皮質過形成","JlvnmH0","D-12-04-01-05, D-12-04-04-04","","","","","","","","","",""
"小児","疾患・病態","内分泌系・代謝","","アセトン血性嘔吐症","JlvnmH8","D-12-04-01-05, D-12-04-04-04","","","","","","","","","",""
"小児","疾患・病態","精神系","神経発達症群","自閉スペクトラム症（ASD）","JlvnmIA","E-07-03-na-08, E-07-03-na-05","","","","","","","","","",""
"小児","疾患・病態","精神系","","注意・欠如多動症（ADHD）","JlvnmII","E-07-03-na-08, E-07-03-na-05","","","","","","","","","",""
"小児","疾患・病態","精神系","","限局性学習症","JlvnmIM","E-07-03-na-08, E-07-03-na-05","","","","","","","","","",""
"小児","疾患・病態","精神系","","チック症","JlvnmIQ","E-07-03-na-08, E-07-03-na-05","","","","","","","","","",""
"小児","疾患・病態","精神系","","小児心身症","JlvnmIU","E-07-03-na-08, E-07-03-na-05","","","","","","","","","",""
"小児","疾患・病態","腫瘍","","網膜芽細胞腫","JlvnmIc","D-13-04-02-01, D-12-04-10-03, E-03-05-na-14","","","","","","","","","",""
"小児","疾患・病態","腫瘍","","神経芽腫","JlvnmIg","D-13-04-02-01, D-12-04-10-03, E-03-05-na-14","","","","","","","","","",""
"小児","疾患・病態","腫瘍","","腎芽腫","JlvnmIo","D-13-04-02-01, D-12-04-10-03, E-03-05-na-14","","","","","","","","","",""
"小児","疾患・病態","腫瘍","","胚芽腫","JlvnmIs","D-13-04-02-01, D-12-04-10-03, E-03-05-na-14","","","","","","","","","",""
"小児","疾患・病態","腫瘍","","奇形腫","JlvnmI0","D-13-04-02-01, D-12-04-10-03, E-03-05-na-14","","","","","","","","","",""
"小児","疾患・病態","免疫・アレルギー","","IgA血管炎","JlvnmI4","D-01-04-02-06, E-04-03-05-03","","","","","","","","","",""
"小児","疾患・病態","免疫・アレルギー","","川崎病","JlvnmJA","D-01-04-02-06, E-04-03-05-03","","","","","","","","","",""
"小児","疾患・病態","染色体異常","","Down症","JlvnmJE","新設","","","","","","","","","",""
"小児","疾患・病態","新生児","","新生児仮死","JlvnmJM","E-07-01-na-05, D-06-04-07-03, E-07-01-na-07, E-07-01-na-09, E-07-01-na-10, E-07-01-na-08","","","","","","","","","",""
"小児","疾患・病態","新生児","","新生児呼吸促迫症候群","JlvnmJU","E-07-01-na-05, D-06-04-07-03, E-07-01-na-07, E-07-01-na-09, E-07-01-na-10, E-07-01-na-08","","","","","","","","","",""
"小児","疾患・病態","新生児","","新生児黄疸（高ビリルビン血症）","JlvnmJY","E-07-01-na-05, D-06-04-07-03, E-07-01-na-07, E-07-01-na-09, E-07-01-na-10, E-07-01-na-08","","","","","","","","","",""
"小児","疾患・病態","新生児","","早産低出生体重児","JlvnmJg","E-07-01-na-05, D-06-04-07-03, E-07-01-na-07, E-07-01-na-09, E-07-01-na-10, E-07-01-na-08","","","","","","","","","",""
"小児","疾患・病態","新生児","","胎便吸引症候群","JlvnmJk","E-07-01-na-05, D-06-04-07-03, E-07-01-na-07, E-07-01-na-09, E-07-01-na-10, E-07-01-na-08","","","","","","","","","",""
"小児","疾患・病態","新生児","","新生児一過性多呼吸","JlvnmJs","E-07-01-na-05, D-06-04-07-03, E-07-01-na-07, E-07-01-na-09, E-07-01-na-10, E-07-01-na-08","","","","","","","","","",""
"小児","疾患・病態","救急","","乳幼児突然死症候群（SIDS）","JlvnmJw","E-07-02-na-04, E-07-03-na-06","","","","","","","","","",""
"小児","疾患・病態","救急","","被虐待児症候群","JlvnmJ4","E-07-02-na-04, E-07-03-na-06","","","","","","","","","",""
"乳房","疾患・病態","","","良性乳腺疾患（乳腺炎・乳腺症）","JlvnmJ8","D-11-04-01-01","","","","","","","","","",""
"乳房","疾患・病態","","","腫瘍性疾患　※腫瘍の項目を参照","JlvnmKE","","","","","","","","","","",""
"内分泌・栄養・代謝系","疾患・病態","間脳・下垂体疾患","","先端巨大症","JlvnmKI","D-12-04-01-01,D-12-04-01-02, D-12-04-01-03, D-12-04-01-04, D-12-04-01-06, D-12-04-01-07","","","","","","","","","",""
"内分泌・栄養・代謝系","疾患・病態","間脳・下垂体疾患","","Cushing病","JlvnmKQ","D-12-04-01-01,D-12-04-01-02, D-12-04-01-03, D-12-04-01-04, D-12-04-01-06, D-12-04-01-07","","","","","","","","","",""
"内分泌・栄養・代謝系","疾患・病態","間脳・下垂体疾患","","高プロラクチン血症","JlvnmKY","D-12-04-01-01,D-12-04-01-02, D-12-04-01-03, D-12-04-01-04, D-12-04-01-06, D-12-04-01-07","","","","","","","","","",""
"内分泌・栄養・代謝系","疾患・病態","間脳・下垂体疾患","","下垂体前葉機能低下症","JlvnmKc","D-12-04-01-01,D-12-04-01-02, D-12-04-01-03, D-12-04-01-04, D-12-04-01-06, D-12-04-01-07","","","","","","","","","",""
"内分泌・栄養・代謝系","疾患・病態","間脳・下垂体疾患","","視床下部下垂体炎","JlvnmKk","D-12-04-01-01,D-12-04-01-02, D-12-04-01-03, D-12-04-01-04, D-12-04-01-06, D-12-04-01-07","","","","","","","","","",""
"内分泌・栄養・代謝系","疾患・病態","間脳・下垂体疾患","","中枢性尿崩症","JlvnmKo","D-12-04-01-01,D-12-04-01-02, D-12-04-01-03, D-12-04-01-04, D-12-04-01-06, D-12-04-01-07","","","","","","","","","",""
"内分泌・栄養・代謝系","疾患・病態","間脳・下垂体疾患","","抗利尿ホルモン不適合分泌症候群（SIADH）","JlvnmKw","D-12-04-01-01,D-12-04-01-02, D-12-04-01-03, D-12-04-01-04, D-12-04-01-06, D-12-04-01-07","","","","","","","","","",""
"内分泌・栄養・代謝系","疾患・病態","間脳・下垂体疾患","","下垂体腫瘍","JlvnmK0","D-12-04-01-01,D-12-04-01-02, D-12-04-01-03, D-12-04-01-04, D-12-04-01-06, D-12-04-01-07","","","","","","","","","",""
"内分泌・栄養・代謝系","疾患・病態","甲状腺疾患","","甲状腺機能亢進症","JlvnmK8","D-12-04-02-01, D-12-04-02-02, D-12-04-02-03","","","","","","","","","",""
"内分泌・栄養・代謝系","疾患・病態","甲状腺疾患","","甲状腺機能低下症","JlvnmLA","D-12-04-02-01, D-12-04-02-02, D-12-04-02-03","","","","","","","","","",""
"内分泌・栄養・代謝系","疾患・病態","甲状腺疾患","","甲状腺炎（慢性・無痛性・亜急性）","JlvnmLE","D-12-04-02-01, D-12-04-02-02, D-12-04-02-03","","","","","","","","","",""
"内分泌・栄養・代謝系","疾患・病態","副甲状腺疾患","","副甲状腺機能亢進症","JlvnmLI","D-12-04-03-01,D-12-04-03-02,D-12-04-03-03,D-12-04-03-04","","","","","","","","","",""
"内分泌・栄養・代謝系","疾患・病態","副甲状腺疾患","","副甲状腺機能低下症","JlvnmLQ","D-12-04-03-01,D-12-04-03-02,D-12-04-03-03,D-12-04-03-04","","","","","","","","","",""
"内分泌・栄養・代謝系","疾患・病態","副甲状腺疾患","","悪性腫瘍に伴う高カルリウム血症","JlvnmLU","D-12-04-03-01,D-12-04-03-02,D-12-04-03-03,D-12-04-03-04","","","","","","","","","",""
